Temparature,Humidity,Moisture,Soil Type,Crop Type,Nitrogen,Potassium,Phosphorous,Fertilizer Name,Fertilizer Usage (kg/ha)
28.14,44.5,35.74,Red,Paddy,34,3,0,Gromor(14:35:14),82.54440901501829
36.75,61.32,50.32,Clayey,Ground Nuts,23,0,18,Gromor(28:28),86.30394141749163
34.03,59.52,31.77,Red,Sugarcane,41,0,0,Gromor(10:26:26),73.69115342131755
29.35,59.63,48.74,Clayey,Tobacco,12,8,29,Gromor(14:35:14),82.11001976741031
36.54,74.27,38.52,Red,Ground Nuts,13,4,42,N-P-K(17:17:17),52.09489119001627
29.01,55.34,29.06,Clayey,Millets,16,0,15,Gromor(14:35:14),64.93305478809297
34.65,60.23,61.23,Red,Ground Nuts,8,0,13,Gromor(10:26:26),89.34285057937187
34.12,72.45,52.22,Black,Ground Nuts,6,10,29,Gromor(14:35:14),74.53219828672455
23.2,51.15,44.35,Clayey,Cotton,39,0,3,Gromor(28:28),80.31190344577217
30.61,56.22,43.7,Red,Maize,11,8,14,N-P-K(17:17:17),70.84766574792204
34.29,62.12,28.36,Loamy,Wheat,16,1,34,Gromor(28:28),68.73184049307388
27.72,52.05,49.01,Clayey,Maize,44,0,2,Gromor(14:35:14),74.78063364336508
27.44,55.79,34.2,Sandy,Ground Nuts,35,3,4,Urea,59.36212448551704
30.48,54.04,50.81,Sandy,Tobacco,7,7,37,N-P-K(17:17:17),87.76687457580098
30.94,58.19,66.53,Red,Sugarcane,21,0,21,N-P-K(17:17:17),92.89609639101032
36.87,73.12,54.53,Sandy,Barley,13,0,35,Urea,82.36183097953634
35.05,70.45,42.95,Sandy,Millets,24,0,17,Urea,65.09692871408015
35.26,55.7,38.7,Red,Millets,19,4,26,DAP,52.566801736481715
30.84,54.44,38.5,Red,Wheat,16,3,27,Gromor(20:20:0:13),71.58315241094124
25.41,56.57,63.78,Sandy,Paddy,10,8,11,Urea,138.65758245541872
31.29,48.4,35.57,Sandy,Barley,13,8,32,Gromor(10:26:26),47.590451189128935
33.77,70.96,30.96,Red,Maize,8,0,10,Gromor(20:20:0:13),60.490720616834906
22.79,44.82,36.75,Clayey,Sugarcane,20,0,22,DAP,88.16112252712892
35.39,55.43,61.72,Red,Oil seeds,18,0,38,Gromor(14:35:14),72.38516255166209
32.69,67.2,30.23,Clayey,Barley,9,0,38,Gromor(14:35:14),75.76075658901571
29.04,52.28,61.27,Sandy,Maize,12,0,32,Gromor(20:20:0:13),65.33184835759835
30.97,52.6,49.95,Black,Wheat,18,0,25,N-P-K(17:17:17),74.36724359898857
26.51,54.41,25.69,Loamy,Tobacco,6,18,20,N-P-K(17:17:17),60.51522570388567
24.14,65.95,36.58,Red,Millets,5,5,28,DAP,59.94720986565234
29.44,59.33,21.43,Red,Cotton,12,1,36,Gromor(14:35:14),54.709924633793136
28.89,50.23,31.86,Red,Wheat,13,0,11,N-P-K(17:17:17),75.34106316879017
36.76,71.34,50.85,Sandy,Wheat,9,11,23,Gromor(20:20:0:13),84.72778779574159
32.93,69.74,37.19,Sandy,Maize,23,0,15,Gromor(28:28),55.68002453886747
25.77,51.57,49.07,Clayey,Wheat,10,8,32,Gromor(14:35:14),77.18711110270496
38.24,69.68,42.29,Sandy,Ground Nuts,11,4,26,DAP,75.27191408941647
31.38,57.81,50.23,Clayey,Barley,8,18,10,Gromor(20:20:0:13),66.19906624419814
25.77,49.55,51.79,Loamy,Wheat,26,0,16,N-P-K(17:17:17),78.9533985065857
33.65,61.98,34.79,Red,Sugarcane,40,2,0,Urea,88.29521526266291
34.32,60.9,35.02,Loamy,Barley,19,0,16,Urea,67.65663558222096
33.91,65.24,30.22,Clayey,Cotton,37,0,0,Gromor(20:20:0:13),58.00637059524562
25.14,56.51,36.84,Clayey,Millets,17,0,34,N-P-K(17:17:17),58.3304668225735
24.5,55.97,58.19,Loamy,Sugarcane,43,2,0,Gromor(10:26:26),77.33470573611469
31.41,52.35,70.0,Red,Paddy,9,0,34,Urea,139.01409513106046
27.48,58.97,62.73,Clayey,Pulses,11,4,14,Gromor(10:26:26),86.86979313626986
25.28,57.75,55.42,Red,Tobacco,6,0,40,Urea,111.21507801283902
24.39,60.54,37.95,Clayey,Pulses,37,0,0,Gromor(20:20:0:13),57.34208304713921
34.62,67.2,34.63,Red,Wheat,4,12,28,N-P-K(17:17:17),60.84553940612127
30.58,58.47,28.12,Sandy,Ground Nuts,39,0,0,DAP,63.363017462742114
30.55,67.12,36.98,Sandy,Paddy,15,0,37,Gromor(10:26:26),72.59160876944145
30.53,61.98,28.75,Black,Sugarcane,13,4,38,Urea,91.47614285820622
29.82,68.13,44.94,Black,Pulses,10,1,38,DAP,73.23684441459216
22.28,49.48,37.92,Red,Barley,16,2,15,Gromor(20:20:0:13),63.023038513488274
30.81,42.46,46.84,Black,Millets,40,0,0,Urea,77.47744611469217
29.86,56.95,35.3,Black,Oil seeds,21,0,22,Gromor(20:20:0:13),56.868642203176044
32.76,74.84,69.17,Red,Sugarcane,11,5,29,Gromor(28:28),114.12981586361823
35.3,68.25,43.64,Red,Maize,21,0,18,Urea,71.75111044507656
36.47,70.93,66.79,Black,Barley,15,0,43,Gromor(10:26:26),82.42812186280509
31.73,56.97,32.88,Red,Paddy,16,4,44,N-P-K(17:17:17),75.82133379782111
25.9,51.18,36.61,Sandy,Barley,5,10,28,Gromor(14:35:14),55.713706140397036
30.5,57.68,54.46,Sandy,Barley,15,4,38,DAP,65.8745810811464
27.2,71.23,31.58,Sandy,Cotton,23,0,15,Gromor(20:20:0:13),55.33951973685032
26.68,69.77,60.71,Loamy,Wheat,14,11,18,DAP,89.40631157763234
27.88,53.3,39.79,Clayey,Sugarcane,15,0,32,Gromor(28:28),83.73553212044034
36.39,77.53,52.2,Red,Sugarcane,40,2,0,Gromor(28:28),82.05070222094632
33.67,66.03,37.65,Clayey,Barley,2,17,16,Gromor(10:26:26),70.28201941467941
29.68,51.55,20.35,Red,Barley,16,0,38,Gromor(10:26:26),42.57156460321121
31.25,69.46,61.24,Loamy,Wheat,4,9,34,Urea,114.42737687869965
33.27,51.22,37.76,Sandy,Barley,27,1,19,N-P-K(17:17:17),49.99656638632153
30.83,56.78,54.65,Red,Oil seeds,27,0,16,Urea,76.42681659968773
31.91,73.88,66.05,Red,Pulses,9,0,34,Gromor(10:26:26),66.96834566852615
24.02,45.82,22.13,Loamy,Paddy,8,0,14,Gromor(28:28),85.21007409001068
26.56,65.45,48.14,Sandy,Maize,16,11,14,Gromor(20:20:0:13),54.16330280832946
36.41,72.14,37.92,Clayey,Tobacco,6,0,37,Urea,92.14412911943961
30.28,45.85,29.12,Black,Tobacco,3,12,17,DAP,83.5024107364754
29.18,66.16,70.0,Clayey,Sugarcane,9,12,33,Gromor(10:26:26),105.53636765683757
29.83,58.93,43.95,Red,Tobacco,33,4,1,N-P-K(17:17:17),76.79341410168834
37.57,64.34,38.29,Black,Maize,27,0,16,Urea,68.47788586809578
29.17,43.7,41.77,Loamy,Cotton,13,7,9,DAP,80.6989560757037
30.95,54.47,55.47,Red,Maize,12,6,32,Gromor(10:26:26),73.12422386026228
33.49,63.22,25.31,Clayey,Maize,10,3,36,Gromor(28:28),61.98564775410945
23.56,47.6,35.22,Red,Pulses,4,12,20,Gromor(14:35:14),59.45517005108588
28.59,64.2,42.62,Clayey,Ground Nuts,5,16,9,Gromor(10:26:26),73.91282667792224
27.62,44.14,40.81,Loamy,Paddy,16,2,37,Urea,100.34825467419007
36.74,55.56,22.31,Red,Oil seeds,23,3,23,Gromor(28:28),51.32820366279461
35.0,76.24,53.72,Clayey,Ground Nuts,41,1,0,Gromor(28:28),80.96558857848773
32.31,67.68,43.35,Red,Wheat,8,13,16,Gromor(14:35:14),69.1201112326838
25.5,51.34,61.51,Loamy,Cotton,12,11,27,Gromor(28:28),76.15211127428458
34.09,65.92,61.83,Loamy,Oil seeds,6,5,27,Gromor(10:26:26),84.51327907457379
36.05,70.84,30.08,Black,Barley,22,4,16,Gromor(14:35:14),61.930336332593
32.85,53.6,43.22,Loamy,Cotton,16,0,40,DAP,74.31901720885064
32.14,52.59,32.09,Clayey,Millets,20,0,21,DAP,70.33025213031577
31.27,66.2,43.52,Clayey,Cotton,20,4,17,Gromor(14:35:14),69.1444216613134
34.61,67.18,64.16,Clayey,Millets,9,6,29,N-P-K(17:17:17),85.40780386766369
27.7,60.18,26.58,Sandy,Cotton,34,2,0,DAP,70.04489321814846
27.65,50.22,42.85,Red,Barley,15,3,38,Gromor(14:35:14),58.78925097684868
29.61,53.81,38.02,Loamy,Wheat,8,17,20,N-P-K(17:17:17),62.34369929556446
29.03,45.0,32.9,Black,Ground Nuts,46,0,0,Gromor(20:20:0:13),60.21031857522082
21.4,45.95,67.15,Loamy,Cotton,13,3,9,Gromor(28:28),100.04953043850479
20.36,57.92,61.02,Clayey,Pulses,37,0,0,Gromor(10:26:26),73.26641328088223
37.06,68.81,59.59,Sandy,Tobacco,37,3,1,N-P-K(17:17:17),83.97606181449369
27.24,70.93,28.75,Clayey,Maize,42,0,0,Gromor(28:28),73.25103489923293
37.44,67.23,52.54,Loamy,Tobacco,9,20,22,Gromor(14:35:14),91.6297723105723
21.47,45.29,43.45,Red,Pulses,10,21,14,DAP,57.177248307097386
31.92,63.7,57.16,Loamy,Ground Nuts,7,12,31,Gromor(14:35:14),69.43099339866414
35.48,60.05,46.78,Black,Sugarcane,5,11,13,N-P-K(17:17:17),93.39339111807203
25.04,63.36,32.13,Red,Paddy,42,1,0,Gromor(10:26:26),78.76959816646826
25.47,56.12,37.4,Sandy,Oil seeds,0,14,13,DAP,65.61358568375229
32.89,70.11,70.0,Red,Ground Nuts,17,3,42,DAP,81.68028342121532
39.22,70.14,42.1,Sandy,Pulses,6,6,27,DAP,66.49212643551286
34.39,54.77,35.05,Clayey,Sugarcane,17,0,35,Urea,100.8059597516961
26.35,68.18,46.83,Sandy,Millets,21,0,20,Urea,65.93813788001113
27.59,49.54,37.53,Clayey,Pulses,7,0,17,Gromor(10:26:26),74.44333274052586
24.8,49.86,36.62,Loamy,Pulses,18,3,40,Urea,57.01782729939842
24.66,48.76,43.36,Black,Millets,5,6,21,DAP,75.26725772240023
33.86,52.1,38.67,Clayey,Wheat,14,0,5,Gromor(20:20:0:13),87.54630825249592
34.8,59.89,59.4,Sandy,Barley,28,4,22,Gromor(10:26:26),56.7030159279204
37.71,69.38,61.7,Loamy,Barley,11,4,9,Urea,106.76656494688395
38.41,68.47,56.4,Sandy,Maize,6,12,23,DAP,84.62841524403285
22.63,51.01,51.05,Loamy,Maize,25,0,21,DAP,64.36531513607251
35.35,62.94,64.74,Black,Tobacco,9,11,25,Gromor(14:35:14),98.65985198275487
27.96,48.06,57.42,Clayey,Oil seeds,42,0,2,Gromor(14:35:14),72.76246665226657
33.46,61.04,40.8,Red,Cotton,8,3,36,Gromor(10:26:26),62.85367728524484
29.66,40.36,36.17,Loamy,Oil seeds,8,23,12,Gromor(14:35:14),74.13114504768858
21.67,49.56,59.18,Sandy,Oil seeds,8,17,12,Urea,82.49466906867453
31.17,52.5,39.69,Clayey,Tobacco,21,0,17,Gromor(14:35:14),81.76977650801767
27.94,55.87,36.48,Sandy,Oil seeds,24,3,18,Gromor(14:35:14),59.62583884734547
27.06,57.03,60.52,Loamy,Maize,11,11,29,N-P-K(17:17:17),66.80020931069488
23.58,57.41,25.05,Red,Paddy,34,0,0,Gromor(14:35:14),79.76122338531668
24.04,55.63,32.97,Red,Pulses,4,23,18,Urea,62.34126002458193
34.57,73.25,39.07,Loamy,Cotton,40,2,1,DAP,74.17052447875808
23.34,53.4,38.18,Sandy,Paddy,3,23,12,Gromor(20:20:0:13),79.84076113147763
32.49,58.66,46.52,Loamy,Tobacco,23,0,16,Gromor(28:28),89.03207059684077
28.35,60.55,52.54,Clayey,Barley,26,0,18,DAP,77.11537227459446
26.77,47.3,36.53,Red,Barley,23,0,17,Urea,70.15506353626837
23.9,58.01,40.51,Black,Barley,25,2,25,Gromor(20:20:0:13),50.018780096012634
25.47,58.41,26.01,Clayey,Maize,42,0,1,Gromor(14:35:14),61.841666334966604
32.92,67.62,69.72,Black,Pulses,6,6,31,Gromor(28:28),85.19320366877139
30.36,44.69,42.18,Red,Paddy,43,0,0,Gromor(14:35:14),87.20124707306816
29.82,55.72,58.33,Loamy,Barley,26,1,23,Gromor(28:28),73.4051267088086
28.84,63.97,65.22,Black,Millets,8,11,27,N-P-K(17:17:17),70.67372298611471
38.35,68.02,65.33,Red,Sugarcane,18,3,41,DAP,103.75065274425233
31.65,48.98,39.39,Red,Wheat,17,0,36,DAP,72.94286388281482
31.54,65.06,37.86,Loamy,Wheat,7,1,11,N-P-K(17:17:17),83.12354255822409
31.58,72.23,37.14,Loamy,Ground Nuts,12,0,32,Gromor(14:35:14),60.43474880018837
21.05,55.2,44.12,Clayey,Ground Nuts,21,0,23,Gromor(10:26:26),62.61336333367312
34.34,59.47,35.55,Loamy,Maize,25,2,18,Urea,78.89477317711174
30.3,50.47,46.43,Red,Cotton,21,0,21,DAP,69.05891547188085
25.59,65.45,43.71,Clayey,Sugarcane,12,2,11,N-P-K(17:17:17),98.11294674117521
31.2,50.23,55.54,Loamy,Pulses,6,0,19,Gromor(10:26:26),78.61290149802744
31.66,64.62,44.32,Loamy,Sugarcane,17,4,26,Urea,99.46125687168109
38.18,64.4,34.15,Black,Oil seeds,10,6,28,Gromor(14:35:14),62.60940017286306
30.89,62.85,24.23,Red,Barley,15,3,33,Gromor(10:26:26),49.152830223573474
34.27,52.4,31.73,Loamy,Cotton,40,0,0,Gromor(14:35:14),66.5181753454268
31.36,66.19,53.63,Clayey,Cotton,15,0,42,Gromor(14:35:14),94.13759824859414
29.42,54.67,40.55,Sandy,Ground Nuts,33,0,0,Gromor(10:26:26),58.1004064664121
33.83,65.32,43.13,Sandy,Tobacco,9,13,23,Gromor(20:20:0:13),69.55045047071197
30.44,56.5,51.85,Sandy,Wheat,8,0,11,N-P-K(17:17:17),87.05586314360266
25.52,48.23,58.6,Red,Ground Nuts,10,0,30,DAP,78.11667086875092
32.59,59.67,42.91,Red,Paddy,12,0,39,Urea,109.34295479053891
29.65,66.39,49.42,Red,Millets,14,8,27,Gromor(28:28),48.24158108108386
27.13,62.1,64.44,Clayey,Millets,5,7,37,DAP,91.15079638797145
31.41,62.69,41.19,Sandy,Millets,5,17,25,DAP,63.21513225973469
24.14,60.35,47.55,Sandy,Oil seeds,23,4,23,Gromor(20:20:0:13),57.391120338321585
30.95,52.62,32.97,Sandy,Tobacco,16,0,37,Gromor(28:28),72.67034208185326
37.46,68.41,36.8,Loamy,Millets,15,0,8,Urea,79.3415303308453
24.96,46.72,36.73,Red,Sugarcane,25,0,23,DAP,69.07735272939834
33.51,59.04,44.65,Sandy,Barley,12,18,16,DAP,69.27047456993792
35.86,71.33,44.81,Sandy,Millets,42,1,2,Gromor(10:26:26),57.94475898804964
24.48,55.7,30.78,Black,Paddy,15,3,41,Gromor(28:28),85.08135622179138
30.3,42.11,29.89,Clayey,Tobacco,9,0,45,N-P-K(17:17:17),65.47683036861541
27.62,56.34,26.36,Red,Tobacco,11,5,33,Gromor(28:28),56.752909039627774
33.46,62.44,56.11,Sandy,Sugarcane,22,0,21,Urea,104.78117518550516
31.4,56.45,36.96,Sandy,Tobacco,19,0,38,Gromor(14:35:14),55.73957573649909
26.03,60.45,46.4,Black,Barley,15,1,39,Urea,71.54068867486636
27.4,56.16,45.88,Sandy,Barley,5,14,18,N-P-K(17:17:17),64.73216544068951
27.9,47.35,51.36,Sandy,Millets,26,0,23,N-P-K(17:17:17),51.82397261457035
32.4,77.68,42.34,Sandy,Pulses,9,0,34,Gromor(14:35:14),61.48021221308265
31.2,70.18,40.98,Loamy,Tobacco,10,14,13,Gromor(10:26:26),80.92512944909188
29.97,47.72,39.53,Black,Paddy,5,21,12,Gromor(14:35:14),93.11313841958058
22.15,60.48,34.02,Loamy,Sugarcane,33,0,0,Gromor(28:28),73.78998583262282
28.83,48.57,66.71,Sandy,Tobacco,40,4,0,Gromor(28:28),86.02493208748572
22.8,50.81,39.07,Sandy,Ground Nuts,24,0,19,DAP,54.128159715690224
37.29,65.56,39.68,Black,Millets,22,3,25,Gromor(20:20:0:13),58.01032503773046
33.44,64.06,51.91,Loamy,Pulses,19,0,22,N-P-K(17:17:17),64.37848274280267
35.89,64.76,36.97,Loamy,Ground Nuts,17,1,13,Gromor(28:28),75.4917650341639
32.94,60.91,47.5,Black,Wheat,6,0,8,Gromor(28:28),102.22956839374227
29.25,61.06,48.99,Black,Pulses,20,0,18,Urea,71.98985692845062
34.9,67.59,66.01,Clayey,Ground Nuts,28,0,24,DAP,85.75216646411464
28.59,68.53,38.94,Clayey,Maize,10,4,38,DAP,74.17564190152412
33.19,72.33,65.98,Red,Maize,36,4,0,DAP,88.82324190949276
27.56,51.96,40.99,Sandy,Maize,12,11,18,N-P-K(17:17:17),59.12280394889515
31.46,59.57,51.47,Loamy,Wheat,15,0,6,DAP,104.67363614194461
37.35,58.34,47.42,Clayey,Sugarcane,36,0,0,Urea,108.72968015519683
35.62,64.0,37.51,Black,Cotton,22,0,17,DAP,79.60502571109883
33.96,65.91,53.47,Black,Sugarcane,6,15,16,Gromor(10:26:26),106.25727976222626
31.91,49.74,29.66,Sandy,Millets,32,0,0,Gromor(28:28),53.49878124576153
27.18,66.92,38.33,Red,Paddy,15,15,14,DAP,98.35691834801668
34.37,65.19,43.32,Loamy,Pulses,10,6,28,Gromor(14:35:14),70.33809062551434
26.49,47.78,41.66,Black,Paddy,34,0,4,N-P-K(17:17:17),87.00859255077394
26.7,45.04,35.26,Loamy,Oil seeds,16,0,40,Gromor(20:20:0:13),50.045770930473466
27.06,54.68,45.88,Clayey,Ground Nuts,38,0,0,Gromor(10:26:26),64.67572079570975
30.97,45.08,52.45,Black,Tobacco,8,4,39,Gromor(28:28),99.73098344433176
25.62,51.09,40.66,Clayey,Pulses,25,0,20,Gromor(20:20:0:13),56.818949508692626
33.27,61.23,22.66,Red,Millets,12,7,28,Gromor(10:26:26),49.41041868013407
35.63,68.45,20.0,Black,Wheat,3,11,26,DAP,70.78488806806014
27.52,42.81,39.1,Loamy,Paddy,25,0,20,Gromor(10:26:26),78.5698539900717
32.0,58.03,31.37,Red,Millets,3,0,15,N-P-K(17:17:17),58.25987131107056
31.78,76.46,33.24,Loamy,Ground Nuts,10,3,33,N-P-K(17:17:17),54.131142079193225
30.72,58.16,47.3,Red,Wheat,21,0,19,Urea,85.13820169231724
40.0,71.51,47.58,Clayey,Cotton,10,11,29,Gromor(10:26:26),71.99350550982304
29.65,59.65,26.35,Red,Barley,7,16,19,Gromor(20:20:0:13),51.288028076461366
32.36,54.03,43.93,Red,Maize,36,0,0,N-P-K(17:17:17),64.59173262686632
39.17,74.97,29.8,Sandy,Pulses,15,0,41,Gromor(20:20:0:13),57.77968510553633
40.0,71.02,52.73,Clayey,Wheat,10,0,44,DAP,111.92450382730966
23.57,44.14,37.94,Loamy,Tobacco,10,18,16,Gromor(10:26:26),69.88992960240729
29.19,65.8,33.2,Red,Barley,38,1,0,N-P-K(17:17:17),48.258009757533
31.77,59.25,32.16,Sandy,Ground Nuts,8,7,29,Gromor(20:20:0:13),53.404194830048915
30.66,53.38,41.56,Sandy,Paddy,9,17,16,Gromor(10:26:26),82.87574346120796
31.84,69.56,69.24,Clayey,Maize,12,10,16,Gromor(14:35:14),92.3927989917569
26.63,64.94,56.15,Loamy,Millets,14,10,19,Gromor(28:28),62.69294261328101
38.51,73.59,59.59,Clayey,Sugarcane,16,14,23,N-P-K(17:17:17),99.52910005825358
28.28,64.37,33.6,Black,Wheat,28,0,22,Gromor(20:20:0:13),57.130704523218995
36.61,58.99,45.91,Red,Paddy,16,0,12,DAP,108.6623930501318
33.82,55.15,55.67,Red,Ground Nuts,42,4,0,Gromor(10:26:26),60.529192274128285
30.56,59.57,43.35,Sandy,Pulses,35,0,4,Urea,64.3773662120586
24.1,52.08,65.93,Sandy,Barley,6,0,34,Gromor(28:28),83.43130685691493
40.0,67.4,55.78,Black,Oil seeds,17,2,40,Urea,88.50067355373476
39.52,75.51,62.39,Sandy,Sugarcane,13,0,43,Gromor(14:35:14),100.76645621771212
31.73,67.18,35.49,Red,Maize,39,0,0,Gromor(10:26:26),52.225687187637845
25.98,52.5,64.54,Sandy,Sugarcane,15,1,6,N-P-K(17:17:17),95.89822145723087
37.99,67.95,39.62,Sandy,Cotton,7,1,37,DAP,77.7767621628885
28.67,53.83,22.9,Sandy,Tobacco,15,0,39,Gromor(10:26:26),52.775003806115194
29.55,69.71,40.07,Red,Millets,21,0,24,Gromor(28:28),52.338830255182025
25.34,51.79,24.7,Clayey,Cotton,17,1,43,Gromor(10:26:26),56.71726501190182
26.96,58.09,33.74,Loamy,Millets,12,13,24,N-P-K(17:17:17),54.07592350334754
21.15,48.8,36.88,Loamy,Pulses,11,4,10,Gromor(10:26:26),51.85363045963218
23.28,54.92,45.0,Black,Barley,19,0,25,Urea,72.91989568377173
33.26,75.36,44.89,Sandy,Millets,38,0,1,N-P-K(17:17:17),72.6019572555887
33.52,67.5,38.1,Clayey,Ground Nuts,25,1,20,N-P-K(17:17:17),58.25689834298451
30.26,47.16,68.58,Red,Barley,36,2,3,DAP,85.83834908189631
27.11,61.0,27.46,Loamy,Paddy,35,0,0,Gromor(28:28),86.44944983922056
32.41,62.72,56.06,Clayey,Tobacco,13,0,34,Gromor(10:26:26),97.24359873081742
29.79,67.81,50.66,Red,Wheat,5,5,29,Gromor(10:26:26),86.47532501964932
31.83,68.3,27.79,Red,Cotton,7,2,27,Gromor(28:28),61.41380558428713
32.22,66.16,25.02,Red,Sugarcane,13,1,36,N-P-K(17:17:17),72.0821161809661
37.04,63.37,38.19,Black,Paddy,13,0,36,Gromor(10:26:26),88.88603157012277
30.63,43.11,23.48,Clayey,Oil seeds,17,2,37,Urea,59.98491487406473
36.12,64.07,33.97,Clayey,Maize,6,5,25,N-P-K(17:17:17),65.19566913953206
27.17,58.43,70.0,Clayey,Cotton,5,5,26,Gromor(14:35:14),98.32975572975786
30.35,45.09,59.54,Clayey,Paddy,8,0,10,N-P-K(17:17:17),127.5162812875696
23.51,56.63,32.65,Sandy,Millets,25,0,14,Gromor(10:26:26),52.577691006980004
30.62,61.26,38.62,Clayey,Oil seeds,36,2,0,DAP,72.24528083123768
26.75,50.01,47.53,Loamy,Sugarcane,13,12,13,Urea,91.81887459954471
26.78,67.64,30.81,Sandy,Ground Nuts,11,14,20,Gromor(28:28),52.53956182023286
25.44,56.27,32.82,Clayey,Tobacco,40,0,0,Urea,84.63201390041837
32.04,52.11,40.67,Loamy,Tobacco,41,0,3,Gromor(20:20:0:13),75.93156288196118
29.51,68.51,21.92,Sandy,Wheat,24,0,25,Gromor(28:28),49.531294693722174
32.56,66.45,25.05,Sandy,Cotton,43,0,0,Urea,75.51397827719929
28.13,52.62,45.16,Red,Wheat,3,10,28,Urea,91.6684001038036
27.42,63.5,45.7,Loamy,Barley,23,0,25,Urea,74.57513060767806
33.83,56.14,43.31,Red,Paddy,24,0,23,N-P-K(17:17:17),83.12232180933755
24.06,65.98,28.05,Black,Ground Nuts,12,19,15,Gromor(20:20:0:13),56.13378192562672
21.23,44.7,27.36,Sandy,Millets,4,13,15,Urea,51.54480676653445
33.91,72.18,53.83,Sandy,Barley,15,15,12,DAP,77.40879906768649
30.92,42.88,26.76,Sandy,Barley,18,3,11,Gromor(28:28),64.32426781627062
20.61,49.35,20.0,Loamy,Oil seeds,12,14,12,Gromor(14:35:14),55.07649567618546
32.59,62.11,51.5,Black,Wheat,5,1,39,N-P-K(17:17:17),85.90146261036512
31.93,46.41,31.12,Sandy,Oil seeds,40,0,0,N-P-K(17:17:17),51.661317985162064
24.01,56.49,43.18,Red,Paddy,46,0,4,Gromor(20:20:0:13),81.96501721367382
27.22,51.42,53.92,Red,Sugarcane,11,2,37,DAP,109.2316431437577
27.82,65.01,36.96,Black,Oil seeds,8,13,11,DAP,74.99385752176097
21.1,51.91,32.91,Sandy,Cotton,18,0,13,Gromor(28:28),62.348200749763315
34.9,69.62,40.23,Black,Wheat,21,4,20,DAP,86.48778386831503
23.62,48.41,28.57,Sandy,Barley,21,3,16,Gromor(10:26:26),50.41345437916725
25.1,57.55,23.93,Red,Paddy,8,0,41,DAP,90.13534941467876
21.92,52.16,29.78,Red,Wheat,2,15,17,Gromor(10:26:26),61.30277966917231
30.33,51.57,25.0,Sandy,Paddy,17,20,17,DAP,68.71632176839582
35.11,58.44,37.33,Loamy,Ground Nuts,23,0,21,Gromor(10:26:26),54.76554844840851
27.45,53.07,54.24,Sandy,Barley,7,1,39,Gromor(28:28),72.3444971666193
25.37,61.39,48.09,Red,Pulses,20,0,21,Gromor(14:35:14),58.04568008588355
34.06,66.03,26.03,Loamy,Maize,24,0,24,DAP,59.8376482220443
32.01,71.7,23.49,Black,Ground Nuts,10,0,35,Urea,68.92871961906735
26.22,62.62,25.5,Clayey,Maize,38,0,1,Urea,72.36172454183827
36.29,62.57,47.91,Sandy,Paddy,42,0,0,Gromor(20:20:0:13),71.53620158746736
26.2,59.39,38.04,Sandy,Ground Nuts,11,0,33,Gromor(14:35:14),55.325913781034224
31.61,61.28,70.0,Black,Tobacco,9,13,32,Gromor(14:35:14),89.79942858799356
32.03,63.05,34.64,Red,Pulses,9,4,44,Gromor(20:20:0:13),61.574621136788565
31.87,49.23,49.23,Sandy,Wheat,28,0,19,Gromor(20:20:0:13),55.61402257600432
21.47,50.02,34.05,Red,Millets,17,0,38,Gromor(20:20:0:13),47.544992910725604
29.93,59.13,61.65,Loamy,Maize,11,17,14,DAP,78.49414386900766
29.68,46.23,66.65,Loamy,Paddy,37,0,0,Urea,131.36293896681326
23.28,44.92,31.48,Clayey,Pulses,26,0,20,Urea,61.74844839695949
29.99,48.04,23.13,Red,Barley,11,2,37,Gromor(28:28),44.94044576300153
29.02,55.34,29.32,Red,Wheat,17,21,18,Gromor(20:20:0:13),54.601712822615276
30.04,70.55,48.8,Loamy,Oil seeds,3,19,21,N-P-K(17:17:17),64.55024072594328
30.52,49.1,40.54,Loamy,Millets,7,2,10,DAP,66.68680793954479
26.81,50.5,47.46,Loamy,Pulses,22,3,16,Gromor(10:26:26),63.08130640303506
38.0,66.68,29.78,Sandy,Cotton,10,0,41,Urea,69.30434479869828
23.65,42.79,40.9,Clayey,Oil seeds,35,4,2,Gromor(14:35:14),62.80723619643241
29.34,65.43,70.0,Sandy,Ground Nuts,10,15,13,Urea,85.52497393084369
32.64,56.9,51.27,Sandy,Maize,13,8,28,Gromor(10:26:26),65.21068440466573
29.21,55.25,39.75,Black,Ground Nuts,10,3,8,N-P-K(17:17:17),67.91221998951818
28.94,64.26,68.96,Black,Millets,14,0,36,Gromor(20:20:0:13),72.17601803273661
23.94,56.65,31.99,Loamy,Barley,11,3,10,Gromor(28:28),69.77428861436397
27.89,57.64,45.92,Red,Paddy,40,0,2,Gromor(10:26:26),80.99930004797466
25.69,57.09,46.14,Loamy,Tobacco,13,2,36,Gromor(28:28),78.04413054101043
36.12,65.18,32.53,Sandy,Wheat,19,1,20,N-P-K(17:17:17),54.84635594078176
34.55,59.02,70.0,Clayey,Millets,5,12,34,Urea,96.98097021471332
31.24,69.27,26.9,Sandy,Wheat,18,0,37,Gromor(14:35:14),56.87748875096182
31.43,54.36,22.99,Loamy,Sugarcane,8,0,43,DAP,83.17237617866412
33.99,62.76,44.95,Sandy,Ground Nuts,26,4,21,DAP,59.81699506475205
27.42,45.99,47.82,Black,Barley,40,4,3,DAP,71.20003048500324
34.06,63.07,24.49,Clayey,Wheat,25,0,20,Urea,73.0888399392987
